m;L;L_ci_low;L_ci_high;W;W_ci_low;W_ci_high;rho;rho_ci_low;rho_ci_high;vacation_mean;vacation_ci_low;vacation_ci_high;W_little;little_error_pct
0.5;29.745821600424854;29.609158546099405;29.882484654750304;5.915913855496161;5.892437757867376;5.939389953124945;0.8644820159335229;0.8633756517754784;0.8655883800915675;2.962476884109585;2.958719336301548;2.9662344319176226;5.95117515604603;0.5960414808459431
1.0;16.919127273871;16.89336884729747;16.944885700444527;6.463122545637189;6.4552567343276355;6.470988356946743;0.4722368552589331;0.47122332499304626;0.47325038552481996;2.9518390172969347;2.948531090078849;2.9551469445150205;6.768323229655879;4.722186247647585
1.4;15.1995933270499;15.183988897843461;15.21519775625634;7.95668972019468;7.942298532331855;7.9710809080575045;0.3387464153892425;0.3378400460798009;0.3396527846986841;2.9525391281194997;2.948748920283602;2.9563293359553975;8.509021013020401;6.941722151410065
2.0;14.095988608319498;14.080931066245562;14.111046150393435;10.326884002901899;10.300616064998042;10.353151940805756;0.23720653905900546;0.23624982794677904;0.23816325017123188;2.94955683898723;2.9462554797586136;2.952858198215847;11.258467105970237;9.020950586900742
